ticket_id,ticket_text,predicted_category,retrieved_sources,draft_response,chunks_retrieved,latency_classify_s,latency_retrieve_s,latency_generate_s,latency_total_s,cost_classify_usd,cost_generate_usd,cost_total_usd,cost_total_idr,true_sop,true_category,priority,status,correct,error
TKT-2605-0038,Convert to shared mailbox,email_issue,SOP-006 | SOP-012 | SOP-010,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait permintaan konversi mailbox menjadi shared mailbox. Berdasarkan SOP yang tersedia, saat ini prosedur konversi mailbox ke shared mailbox tidak tercantum dalam dokumen SOP yang kami miliki.

Oleh karena itu, tiket ini memerlukan penanganan lebih lanjut oleh tim IT Level 2 yang memiliki akses dan wewenang untuk melakukan perubahan konfigurasi mailbox pada Exchange Admin Center.

Kami akan meneruskan tiket Anda ke tim IT Level 2 agar dapat segera diproses. Mohon kesediaan Bapak/Ibu menunggu informasi selanjutnya dari tim terkait.

Apabila ada pertanyaan lain atau kendala IT lainnya, jangan ragu untuk menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-006, SOP-012, SOP-010]",3,0.754,0.329,2.449,3.532,4.56e-05,0.0008828,0.0009284,15.3186,SOP-011,offboarding,Medium,In Progress,0,
TKT-2605-0039,Mailbox full error 5.2.2,email_issue,SOP-006 | SOP-001 | SOP-007,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Support BSI terkait masalah **Mailbox Full error 5.2.2** pada email Microsoft Outlook Anda. Berikut langkah-langkah yang dapat dilakukan untuk mengatasi masalah ini:

1. Aktifkan fitur **Online Archive** pada akun email Anda. Jika fitur ini belum aktif, kami akan melakukan aktivasi melalui **Exchange Admin Center** dengan cara:
   - Login ke Exchange Admin Center.
   - Cari akun pengguna Anda.
   - Pilih menu **Mailbox features**.
   - Pada bagian **Mailbox archive**, ubah status menjadi *Enabled*.

2. Setelah fitur **Online Archive** aktif, Anda dapat membuat *Retention Policy* lokal di Outlook untuk memindahkan email lama (lebih dari 1 tahun) secara otomatis ke **Online Archive**. Hal ini akan membantu mengurangi penggunaan kuota utama email Anda.

Mohon dicoba langkah-langkah tersebut dan informasikan kembali jika masih mengalami kendala. Jika diperlukan, kami siap membantu lebih lanjut.

Salam hormat,  
Tim IT Support BSI

[Sumber SOP: SOP-006, SOP-001, SOP-007]",3,0.437,0.195,2.686,3.318,4.61e-05,0.0009112,0.0009573,15.7955,SOP-006,email_issue,Low,Escalated,1,
TKT-2605-0040,Need Adobe Creative Cloud license,software_request,SOP-009 | SOP-008 | SOP-013,"Yth. Bapak/Ibu,

Terima kasih atas permintaan lisensi Adobe Creative Cloud Anda. Berikut prosedur yang perlu dilakukan sesuai kebijakan IT Mitsubishi:

1. Kami akan melakukan pengecekan ketersediaan lisensi Adobe Creative Cloud pada portal aset perangkat lunak.
2. Mohon lampirkan persetujuan dari Manajer Anda serta persetujuan penagihan silang (Cross-Charge) dari Departemen Keuangan apabila lisensi perlu dibeli baru.
3. Setelah persetujuan lengkap dan lisensi tersedia, tiket akan kami teruskan ke tim **IT_Endpoint_Management** untuk melakukan deployment software secara remote ke perangkat Anda.

Mohon untuk segera melengkapi dokumen persetujuan agar proses dapat berjalan lancar. Jika ada pertanyaan lebih lanjut, silakan menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-009, SOP-008, SOP-013]",3,0.542,0.328,2.494,3.364,4.57e-05,0.0009252,0.0009709,16.0199,SOP-009,software_request,Low,Resolved,1,
TKT-2605-0041,VPN error -14 when connecting,vpn_issue,SOP-001 | SOP-001 | SOP-006,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait masalah VPN error -14 saat koneksi. Berdasarkan panduan troubleshooting VPN FortiClient, error -14 biasanya disebabkan oleh kesalahan kredensial, akun terkunci, atau pengguna belum terdaftar dalam grup keamanan VPN.

Berikut langkah-langkah yang dapat kami lakukan untuk mengatasi masalah ini:

1. Verifikasi status akun Active Directory (AD) Anda melalui Active Directory Users and Computers (ADUC). Jika akun terkunci (Locked Out), kami akan membuka kuncinya.
2. Pastikan akun Anda sudah terdaftar dalam grup `VPN-Remote-Access` di Entra ID. Jika belum, kami akan meminta persetujuan manajer Anda untuk menambahkan ke grup tersebut.

Mohon informasikan jika Anda memerlukan bantuan pengecekan atau penanganan lebih lanjut. Jika setelah langkah di atas masalah masih berlanjut, tiket ini akan kami eskalasikan ke tim Network Security Level 2.

Apabila ada kendala lain atau pertanyaan lebih lanjut, silakan sampaikan kepada kami.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-001, SOP-006]",3,0.857,0.384,3.577,4.817,4.58e-05,0.0010664,0.0011122,18.3513,SOP-001,vpn_issue,High,Escalated,1,
TKT-2605-0042,Need guest wifi voucher for VIP,wifi_network,SOP-013 | SOP-001 | SOP-GENERAL,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Service Desk BSI. Terkait permintaan voucher WiFi tamu untuk VIP, berikut prosedur yang kami lakukan sesuai SOP-013:

1. Pastikan permintaan dibuat oleh karyawan yang menjadi sponsor tamu VIP tersebut, dan tiket permintaan akun Guest WiFi dibuat maksimal H-1 sebelum penggunaan.
2. IT Service Desk akan melakukan generate kode akses sementara melalui **Cisco ISE** atau **Aruba ClearPass Portal**.
3. Akses WiFi tamu diberikan dengan durasi maksimal 1x24 jam atau hingga pukul 18:00 pada hari yang sama.
4. Username dan password akses WiFi tamu akan kami kirimkan kepada sponsor yang bersangkutan.

Mohon konfirmasi siapa karyawan sponsor untuk tamu VIP tersebut agar kami dapat memproses pembuatan voucher WiFi tamu.

Apabila ada pertanyaan atau kebutuhan bantuan lainnya, silakan hubungi kami kembali.

Salam hormat,  
Tim IT Service Desk BSI

[Sumber SOP: SOP-013, SOP-001, SOP-GENERAL]",3,0.46,0.197,2.583,3.24,4.58e-05,0.0011224,0.0011682,19.2753,SOP-013,wifi_network,High,In Progress,1,
TKT-2605-0043,New hire onboarding setup,onboarding,SOP-010 | SOP-011 | SOP-008,"Yth. Tim Onboarding,

Terima kasih telah menghubungi IT Helpdesk BSI terkait setup onboarding karyawan baru. Berikut adalah langkah-langkah yang akan kami lakukan sesuai prosedur SOP-010:

1. **Validasi Akun AD & Email:** Kami akan cek di Active Directory Users and Computers (ADUC) apakah akun dengan format `Nama.Belakang` sudah terbentuk dan pastikan email `nama.belakang@mitsubishi.co.id` sudah aktif di Exchange.
2. **Assign Lisensi:** Kami akan login ke Microsoft 365 Admin Center untuk memastikan lisensi **Microsoft 365 E3** dan paket tambahan sesuai peran sudah diberikan.
3. **Penambahan ke Grup:** Pengguna akan ditambahkan ke Distribution List (DL) departemen terkait dan grup Security folder berbagi di File Server.
4. **Koordinasi Perangkat:** Kami akan cek tiket aset di SOP-008 untuk memastikan laptop sudah siap di meja karyawan baru atau siap di-pickup pada hari onboarding bersama HR.
5. **Komunikasi Kredensial Awal:** Kami akan mencetak ""Welcome Letter"" berisi panduan login, password sementara, dan panduan setting MFA, lalu menyerahkannya kepada tim HR satu hari sebelum karyawan bergabung. Password awal tidak akan dikirimkan melalui email tanpa enkripsi.

Apabila ada kebutuhan perangkat baru atau aksesori tambahan, kami akan memprosesnya sesuai SOP-008 dengan memastikan approval yang diperlukan dan koordinasi dengan tim IT Asset Management.

Jika Anda memerlukan bantuan lebih lanjut atau ada informasi tambahan, silakan hubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-010, SOP-011, SOP-008]",3,0.484,0.344,4.297,5.125,4.56e-05,0.0011372,0.0011828,19.5162,SOP-010,onboarding,High,Resolved,1,
TKT-2605-0044,Microsoft Authenticator not working,mfa_reset,SOP-002 | SOP-003 | SOP-004,"Halo,

Terima kasih telah menghubungi IT Helpdesk BSI. Mengenai kendala Microsoft Authenticator yang tidak berfungsi, kami akan membantu melakukan reset token MFA Anda dengan prosedur berikut:

1. Kami perlu melakukan verifikasi identitas Anda terlebih dahulu. Verifikasi dapat dilakukan dengan salah satu cara berikut:
   - Panggilan video melalui Teams atau Zoom, di mana Anda diminta menyalakan kamera dan menunjukkan ID Card/Badge karyawan Mitsubishi.
   - Verifikasi melalui manajer Anda dengan menghubungi langsung atasan yang tertera di Workday/AD untuk konfirmasi permintaan reset MFA.
   - Verifikasi data rahasia seperti NIK, tanggal lahir, dan departemen Anda.

2. Setelah verifikasi berhasil, kami akan melakukan reset MFA melalui **Entra ID Admin Center**:
   - Login ke https://entra.microsoft.com.
   - Navigasi ke **Users** > **All users**.
   - Cari nama atau email Anda, lalu klik profil.
   - Pilih menu **Authentication methods**.
   - Klik **Require re-register multifactor authentication**.
   - Hapus perangkat lama yang terdaftar pada metode autentikasi.

3. Setelah reset, Anda diminta membuka browser dalam mode Incognito, akses portal.office.com, dan login menggunakan email serta password Anda. Layar akan meminta Anda untuk mengatur ulang Microsoft Authenticator dengan melakukan pairing ulang melalui scan QR Code.

Mohon siapkan aplikasi Microsoft Authenticator di smartphone baru Anda untuk proses ini.

Jika Anda memerlukan bantuan lebih lanjut atau ada kendala saat proses reset, silakan balas tiket ini.

Terima kasih atas perhatian dan kerjasamanya.

Salam,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-002, SOP-003, SOP-004]",3,0.5,0.41,3.892,4.802,4.61e-05,0.0013376,0.0013837,22.8311,SOP-002,mfa_reset,High,Resolved,1,
TKT-2605-0045,Install MS Visio for project,software_request,SOP-009 | SOP-008 | SOP-012,"Yth. Bapak/Ibu,

Terima kasih atas permintaan instalasi **MS Visio** untuk keperluan proyek. Sesuai dengan kebijakan perusahaan dan prosedur yang berlaku pada **SOP-009**, berikut langkah yang akan kami lakukan:

1. Karena **MS Visio** merupakan software berlisensi, kami perlu melakukan pengecekan ketersediaan lisensi pada *License Pool* di portal aset perangkat lunak.
2. Mohon Bapak/Ibu dapat melampirkan surat persetujuan dari Manajer serta persetujuan penagihan silang (Cross-Charge) dari Departemen Keuangan jika lisensi harus dibeli baru.
3. Setelah persetujuan lengkap dan lisensi tersedia, tiket ini akan kami teruskan ke grup `IT_Endpoint_Management` untuk melakukan *deployment* software secara remote ke perangkat Bapak/Ibu.

Mohon dapat menginformasikan apabila ada dokumen persetujuan yang sudah tersedia agar proses dapat segera kami lanjutkan. Jika ada pertanyaan lebih lanjut, jangan ragu untuk menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-009, SOP-008, SOP-012]",3,0.517,0.189,3.155,3.862,4.58e-05,0.0009568,0.0010026,16.5429,SOP-009,software_request,Low,Escalated,1,
TKT-2605-0046,Account creation for new staff,onboarding,SOP-010 | SOP-011 | SOP-012,"Yth. Tim HR dan Rekan Baru,

Terima kasih telah menghubungi IT Helpdesk BSI terkait pembuatan akun untuk karyawan baru. Berikut prosedur yang kami lakukan sesuai SOP-010:

1. Kami akan memeriksa di **Active Directory Users and Computers (ADUC)** apakah akun dengan format `Nama.Belakang` sudah terbentuk dan dalam status Disabled.
2. Selanjutnya, kami pastikan alamat email `nama.belakang@mitsubishi.co.id` sudah aktif di **Exchange**.
3. Kami akan melakukan penugasan lisensi **Microsoft 365 E3** beserta paket tambahan sesuai peran melalui **Microsoft 365 Admin Center**.
4. Pengguna akan ditambahkan ke *Distribution List* departemen terkait dan grup *Security* folder berbagi di File Server.
5. Kami juga akan koordinasi dengan tim aset untuk memastikan perangkat laptop sudah siap di meja karyawan baru atau siap di-pickup pada hari onboarding.
6. Terakhir, kami akan mencetak ""Welcome Letter"" berisi panduan login, password sementara, dan panduan pengaturan MFA, lalu menyerahkan amplop bersegel berisi kredensial tersebut kepada tim HR satu hari sebelum karyawan mulai bekerja.

Mohon informasikan jika ada kebutuhan khusus atau pertanyaan lebih lanjut. Kami siap membantu.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-010, SOP-011, SOP-012]",3,0.632,0.34,3.181,4.153,4.57e-05,0.0010488,0.0010945,18.0592,SOP-010,onboarding,Medium,Closed,1,
TKT-2605-0047,MITSUBISHI-CORP wifi dropping,wifi_network,SOP-013 | SOP-001 | SOP-007,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Support BSI terkait masalah koneksi WiFi pada SSID **MITSUBISHI-CORP** yang mengalami putus sambungan.

Berikut langkah-langkah yang dapat kami sarankan untuk penanganan awal:

1. Pastikan perangkat laptop yang digunakan adalah laptop resmi dari perusahaan, karena perangkat Bring Your Own Device (BYOD) tidak diperbolehkan untuk terhubung ke SSID Corporate.
2. Jika laptop gagal terhubung dengan pesan error seperti *""Can't connect to this network""*, kemungkinan besar disebabkan oleh sertifikat mesin (Machine Certificate) yang sudah kedaluwarsa atau hilang.
3. Untuk memeriksa dan memperbarui sertifikat tersebut, mohon lakukan langkah berikut:
   - Sambungkan laptop ke jaringan menggunakan kabel LAN.
   - Buka **Command Prompt** dan jalankan perintah:  
     `gpupdate /force`  
     untuk memaksa pembaruan grup kebijakan.
   - Buka aplikasi **certlm.msc**, masuk ke folder *Personal* -> *Certificates*, dan pastikan terdapat sertifikat dengan nama PC yang diterbitkan oleh `Mitsubishi Internal CA`.
4. Jika sertifikat tidak ditemukan atau masalah tetap terjadi, mohon segera eskalasikan tiket ini ke tim **Level 2 Network Security** untuk penanganan lebih lanjut.

Apabila Bapak/Ibu membutuhkan bantuan lebih lanjut atau ada pertanyaan lain, silakan menghubungi kami kembali.

Salam hormat,  
Tim IT Support BSI

[Sumber SOP: SOP-013, SOP-001, SOP-007]",3,0.455,0.191,4.723,5.369,4.62e-05,0.0010912,0.0011374,18.7671,SOP-013,wifi_network,Medium,Closed,1,
TKT-2605-0048,No roles exist for user menu,erp_sap,SOP-005 | SOP-004 | SOP-010,"Yth. Bapak/Ibu,

Terima kasih atas laporan Anda mengenai masalah ""No roles exist for user menu"" di SAP. Berdasarkan SOP-005 terkait penanganan error otorisasi di SAP, berikut langkah yang perlu dilakukan:

1. Mohon instruksikan pengguna untuk tidak menutup layar SAP yang menampilkan pesan error tersebut.
2. Minta pengguna mengetik perintah **`//SU53`** di kotak perintah SAP, lalu tekan Enter.
3. Pengguna harus mengambil *screenshot* layar penuh dari laporan **Authorization Failure** yang muncul.
4. Lampirkan *screenshot* tersebut ke tiket ini.
5. Pastikan pengguna juga melampirkan email persetujuan (approval) dari Manager dan Business Process Owner (BPO) modul terkait untuk penambahan hak akses.
6. Setelah dokumen lengkap, tiket akan kami teruskan ke tim **SAP_Security_Admin** untuk proses penambahan role sesuai prosedur audit trail.

Mohon untuk melengkapi *screenshot* SU53 dan persetujuan tersebut agar proses dapat segera kami lanjutkan.

Apabila ada kendala lain atau membutuhkan bantuan lebih lanjut, silakan hubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-005, SOP-004, SOP-010]",3,0.463,0.303,3.754,4.52,4.62e-05,0.0011056,0.0011518,19.0047,SOP-005,erp_sap,Low,Closed,1,
TKT-2605-0049,Outlook search not working,email_issue,SOP-006 | SOP-GENERAL | SOP-001,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI. Terkait kendala Outlook search yang tidak berfungsi, berikut langkah-langkah yang dapat Bapak/Ibu lakukan untuk troubleshooting:

1. Buka **Control Panel** di komputer Bapak/Ibu.
2. Pilih **Indexing Options**.
3. Klik tombol **Advanced**.
4. Pada tab **Index Settings**, klik tombol **Rebuild** untuk membangun ulang indeks pencarian Outlook.
5. Harap diperhatikan bahwa proses rebuild ini dapat memakan waktu beberapa jam dan selama proses tersebut performa laptop mungkin sedikit menurun.

Jika setelah melakukan langkah di atas masalah masih berlanjut, silakan informasikan kembali agar kami dapat membantu lebih lanjut atau melakukan eskalasi ke tim IT Level 2.

Semoga informasi ini membantu. Jangan ragu untuk menghubungi kami kembali jika ada pertanyaan atau kendala lainnya.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-006, SOP-GENERAL, SOP-001]",3,0.688,0.198,3.232,4.119,4.57e-05,0.000818,0.0008637,14.2511,SOP-006,email_issue,Low,Resolved,1,
TKT-2605-0050,Microsoft Authenticator not working,mfa_reset,SOP-002 | SOP-003 | SOP-004,"Halo [Nama Pengguna],

Terima kasih telah menghubungi IT Helpdesk BSI. Terkait kendala Microsoft Authenticator yang tidak berfungsi, kami akan membantu melakukan reset token MFA Anda dengan prosedur berikut:

1. Kami perlu melakukan verifikasi identitas terlebih dahulu. Verifikasi dapat dilakukan melalui salah satu metode berikut:
   - Panggilan video via Teams atau Zoom, di mana Anda diminta menyalakan kamera dan menunjukkan ID Card/Badge karyawan Mitsubishi.
   - Verifikasi melalui atasan langsung Anda (Manager) dengan menghubungi mereka via Teams Chat/Call untuk konfirmasi permintaan reset MFA.
   - Verifikasi data rahasia dengan menanyakan NIK, tanggal lahir, dan departemen Anda.

2. Setelah verifikasi berhasil, kami akan melakukan reset MFA melalui **Entra ID Admin Center**:
   - Login ke https://entra.microsoft.com.
   - Navigasi ke **Users** > **All users**.
   - Cari nama atau email Anda.
   - Pilih profil Anda, lalu ke menu **Authentication methods**.
   - Klik **Require re-register multifactor authentication**.
   - Hapus perangkat lama yang terdaftar.
   
3. Setelah reset, Anda diminta membuka browser dalam mode Incognito, akses portal.office.com, dan login menggunakan email serta password Anda. Layar akan meminta Anda untuk mengatur ulang Microsoft Authenticator dengan melakukan pairing ulang.

Mohon siapkan aplikasi Microsoft Authenticator di smartphone baru Anda untuk proses ini.

Jika Anda membutuhkan bantuan lebih lanjut atau ada kendala saat proses reset, silakan balas tiket ini.

Terima kasih atas perhatian dan kerjasamanya.

Salam,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-002, SOP-003, SOP-004]",3,0.43,0.193,4.306,4.929,4.61e-05,0.0013312,0.0013773,22.7255,SOP-002,mfa_reset,High,Resolved,1,
TKT-2605-0051,FortiClient stuck at 80%,vpn_issue,SOP-001 | SOP-001 | SOP-GENERAL,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait permasalahan FortiClient yang macet pada 80%. Berdasarkan panduan troubleshooting VPN FortiClient, berikut langkah-langkah yang dapat kami sarankan:

1. Pastikan FortiClient menggunakan mode koneksi **SSL VPN** bukan **IPsec**, karena masalah stuck di 80% sering disebabkan oleh konfigurasi transport yang kurang tepat.
2. Bersihkan cache TLS di Windows dengan cara membuka **Run** (tekan tombol Windows + R), ketik **inetcpl.cpl**, lalu tekan Enter.
3. Pada jendela Internet Properties, pilih tab **Advanced**, kemudian klik tombol **Restore advanced settings** untuk mengembalikan konfigurasi TLS ke default.
4. Setelah itu, coba sambungkan kembali VPN menggunakan FortiClient.

Jika langkah-langkah di atas belum menyelesaikan masalah, mohon untuk menginformasikan username, IP public pengguna, serta mengirimkan log FortiClient dalam bentuk file .txt beserta timestamp kejadian agar dapat kami eskalasi ke tim **Level 2 Network Security** untuk penanganan lebih lanjut.

Apabila ada pertanyaan atau membutuhkan bantuan tambahan, silakan menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-001, SOP-GENERAL]",3,1.014,0.324,3.615,4.952,4.6e-05,0.00106,0.001106,18.249,SOP-001,vpn_issue,Medium,Open,1,
TKT-2605-0052,Need MFA reset - lost phone,mfa_reset,SOP-002 | SOP-003 | SOP-004,"Halo,

Terima kasih telah menghubungi IT Helpdesk BSI. Mengenai permintaan reset MFA karena kehilangan ponsel, berikut prosedur yang akan kami lakukan sesuai kebijakan keamanan:

1. Kami perlu melakukan **verifikasi identitas** Anda terlebih dahulu untuk mencegah penyalahgunaan. Verifikasi dapat dilakukan dengan salah satu metode berikut:
   - Panggilan video melalui Teams atau Zoom, di mana Anda diminta menyalakan kamera dan menunjukkan ID Card/Badge karyawan Mitsubishi.
   - Verifikasi melalui manajer Anda dengan menghubungi langsung atasan yang tercatat di Workday/Active Directory.
   - Verifikasi data rahasia seperti NIK, tanggal lahir, dan departemen.

2. Setelah verifikasi berhasil, kami akan melakukan reset MFA melalui **Entra ID Admin Center** dengan langkah berikut:
   - Login ke portal https://entra.microsoft.com.
   - Navigasi ke menu **Users** > **All users** dan cari akun Anda.
   - Pilih profil Anda, kemudian ke menu **Authentication methods**.
   - Klik **Require re-register multifactor authentication** dan hapus perangkat lama yang terdaftar.
   
3. Kami akan menginformasikan Anda untuk membuka browser dalam mode Incognito, mengakses portal.office.com, dan login menggunakan email serta password. Anda akan diminta untuk mengatur ulang Microsoft Authenticator di ponsel baru Anda.

Mohon siapkan aplikasi Microsoft Authenticator di smartphone baru Anda setelah reset selesai. Jika Anda memerlukan bantuan lebih lanjut atau ada kendala selama proses, silakan balas tiket ini.

Terima kasih atas perhatian dan kerjasamanya.

Salam,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-002, SOP-003, SOP-004]",3,0.677,0.305,4.278,5.26,4.62e-05,0.00133,0.0013762,22.7073,SOP-002,mfa_reset,High,Open,1,
TKT-2605-0053,Outlook says disconnected,email_issue,SOP-006 | SOP-001 | SOP-011,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Support BSI. Terkait kendala Outlook yang menunjukkan status ""Disconnected"", berikut langkah-langkah yang dapat Bapak/Ibu lakukan:

1. Pastikan koneksi internet Anda aktif dan stabil. Jika bekerja dari rumah (WFH) dan mengakses resource internal, pastikan VPN sudah tersambung meskipun untuk Exchange Online tidak wajib menggunakan VPN.
2. Cek status layanan Microsoft 365 melalui portal admin untuk memastikan tidak ada gangguan layanan global (Global Outage).
3. Restart aplikasi **Microsoft Outlook** Anda.
4. Jika masalah masih berlanjut, gunakan tool **Microsoft Support and Recovery Assistant (SaRA)** untuk diagnosis lebih lanjut.
5. Jika masalah terkait cache, lakukan *Rebuild OST file* dengan cara:
   - Tutup aplikasi Outlook.
   - Buka folder `C:\Users\<username>\AppData\Local\Microsoft\Outlook`.
   - Ubah nama file dengan ekstensi `.ost` menjadi `.ost.old`.
   - Buka kembali Outlook dan biarkan aplikasi mengunduh ulang email. Pastikan menggunakan koneksi WiFi yang cepat karena proses ini bisa memakan waktu lama.

Apabila setelah mengikuti langkah-langkah di atas masalah masih belum terselesaikan, tiket ini memerlukan penanganan lebih lanjut oleh tim IT Level 2.

Silakan menghubungi kami kembali jika ada pertanyaan atau membutuhkan bantuan lebih lanjut.

Salam hormat,  
Tim IT Support BSI

[Sumber SOP: SOP-006, SOP-001, SOP-011]",3,0.494,0.321,3.156,3.971,4.56e-05,0.00103,0.0010756,17.7474,SOP-006,email_issue,Medium,Resolved,1,
TKT-2605-0054,Disable AD account for resigned user,offboarding,SOP-011 | SOP-010 | SOP-003,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI. Berikut adalah langkah-langkah untuk menonaktifkan akun Active Directory (AD) bagi karyawan yang telah mengundurkan diri sesuai dengan prosedur offboarding standar:

1. Pada pukul 17:00 di hari kerja terakhir karyawan, buka **Active Directory Users and Computers (ADUC)**.
2. Cari akun pengguna yang bersangkutan.
3. Klik kanan pada akun tersebut, kemudian pilih **Disable Account**.
4. Pindahkan objek user tersebut ke dalam **Organizational Unit (OU)**: `OU=Terminated Users,DC=mitsubishi,DC=local`.
5. Buka portal **Microsoft 365 Admin** dan cari pengguna tersebut.
6. Klik **Block Sign-in** untuk memblokir akses login ke Microsoft 365.
7. Konversi mailbox email pengguna menjadi **Shared Mailbox** agar data tetap tersimpan tanpa biaya lisensi.
8. Hapus penugasan lisensi Microsoft 365 agar lisensi dapat digunakan oleh karyawan lain.
9. Berikan delegasi akses (Full Access) ke Shared Mailbox tersebut kepada atasan atau manager pengguna selama periode retensi maksimal 30 hari.

Apabila terdapat kebutuhan terminasi segera (immediate termination) karena pelanggaran atau fraud, prosedur akan berbeda dan memerlukan penanganan cepat sesuai instruksi dari HR/Legal.

Jika Bapak/Ibu membutuhkan bantuan lebih lanjut atau ada pertanyaan terkait proses ini, silakan menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-011, SOP-010, SOP-003]",3,0.497,0.311,4.044,4.852,4.58e-05,0.001168,0.0012138,20.0277,SOP-011,offboarding,High,In Progress,1,
TKT-2605-0055,Cannot access SharePoint site,out_of_scope,,"Thank you for contacting BSI IT Helpdesk. Your inquiry appears to be outside the scope of IT support services. Please direct your question to the appropriate department (HR, Finance, Facilities, etc.). If you believe this is an IT issue, please resubmit with more details about the technical problem.",0,0.602,0.0,0.0,0.602,4.61e-05,0.0,4.61e-05,0.7607,SOP-012,email_issue,Medium,In Progress,0,
TKT-2605-0056,Need guest wifi voucher for VIP,wifi_network,SOP-013 | SOP-001 | SOP-GENERAL,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Service Desk BSI. Terkait permintaan voucher WiFi tamu untuk VIP, berikut prosedur yang kami lakukan sesuai SOP-013:

1. Pastikan permintaan akses WiFi tamu dilakukan oleh karyawan yang menjadi sponsor tamu tersebut.
2. Sponsor harus membuat tiket permintaan akun Guest WiFi maksimal H-1 sebelum hari penggunaan.
3. Setelah tiket diterima, IT Service Desk akan meng-generate kode akses sementara melalui **Cisco ISE** atau **Aruba ClearPass Portal**.
4. Akses WiFi tamu diberikan dengan durasi maksimal 1x24 jam atau hingga pukul 18:00 pada hari yang sama.
5. Username dan password WiFi tamu akan kami kirimkan kembali kepada sponsor untuk disampaikan ke tamu VIP.

Mohon informasikan siapa karyawan sponsor yang mengundang tamu VIP agar kami dapat memproses permintaan sesuai prosedur di atas.

Apabila ada pertanyaan lebih lanjut atau membutuhkan bantuan lainnya, silakan menghubungi kami kembali.

Salam hormat,  
IT Service Desk BSI

[Sumber SOP: SOP-013, SOP-001, SOP-GENERAL]",3,0.426,0.197,3.845,4.468,4.58e-05,0.0011544,0.0012002,19.8033,SOP-013,wifi_network,High,In Progress,1,
TKT-2605-0057,Need MFA reset - lost phone,mfa_reset,SOP-002 | SOP-003 | SOP-004,"Halo,

Terima kasih telah menghubungi IT Helpdesk BSI. Terkait permintaan reset MFA karena kehilangan ponsel, berikut prosedur yang akan kami lakukan sesuai SOP-002:

1. Kami akan melakukan verifikasi identitas Anda terlebih dahulu. Verifikasi dapat dilakukan melalui salah satu metode berikut:
   - Panggilan video menggunakan Teams atau Zoom, di mana Anda diminta menyalakan kamera dan menunjukkan ID Card/Badge karyawan Mitsubishi.
   - Verifikasi melalui manajer Anda dengan menghubungi langsung atasan yang tertera di Workday/AD.
   - Verifikasi data rahasia seperti NIK, tanggal lahir, dan departemen.

2. Setelah verifikasi berhasil, kami akan melakukan reset MFA di **Entra ID Admin Center** dengan langkah:
   - Login ke https://entra.microsoft.com
   - Navigasi ke **Users** > **All users**
   - Cari nama atau email Anda
   - Pilih profil Anda, lalu ke menu **Authentication methods**
   - Klik **Require re-register multifactor authentication**
   - Hapus perangkat lama yang terdaftar

3. Kami akan menginformasikan Anda untuk membuka portal.office.com menggunakan mode Incognito pada browser dan melakukan pengaturan ulang Microsoft Authenticator dengan smartphone baru Anda.

Mohon siapkan aplikasi Microsoft Authenticator di ponsel baru Anda setelah reset selesai.

Jika Anda memerlukan bantuan lebih lanjut atau ada kendala selama proses, silakan balas tiket ini.

Terima kasih atas perhatian dan kerjasamanya.

Salam,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-002, SOP-003, SOP-004]",3,0.434,0.192,4.669,5.295,4.62e-05,0.0012932,0.0013394,22.1001,SOP-002,mfa_reset,High,Resolved,1,
